id,species,category,scientific_name,lifespan,region,class,status,fun_fact,pop_color,prompt
A214,Gopher Tortoise,Reptiles & Amphibians,RESEARCH REQUIRED,RESEARCH REQUIRED,RESEARCH REQUIRED,Reptile or amphibian,RESEARCH REQUIRED,"RESEARCH REQUIRED: add one accurate, child-friendly fact about Gopher Tortoise.",Warm gold,"Create a Gopher Tortoise zoo trading card.

SUBJECT: Gopher Tortoise (RESEARCH REQUIRED)
CARD ID: A214
CATEGORY: Reptiles & Amphibians

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Gopher Tortoise fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Natural habitat habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Leaf stamp (no circle). Scientific name in italic serif. Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Reptile or amphibian | RESEARCH REQUIRED. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A214"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered wood
- Frame color: Warm gold
- Fun fact text: ""RESEARCH REQUIRED: add one accurate, child-friendly fact about Gopher Tortoise.""
- Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Reptile or amphibian | RESEARCH REQUIRED
- Scientific name: RESEARCH REQUIRED"
A215,Mata Mata Turtle,Reptiles & Amphibians,RESEARCH REQUIRED,RESEARCH REQUIRED,RESEARCH REQUIRED,Reptile or amphibian,RESEARCH REQUIRED,"RESEARCH REQUIRED: add one accurate, child-friendly fact about Mata Mata Turtle.",Warm gold,"Create a Mata Mata Turtle zoo trading card.

SUBJECT: Mata Mata Turtle (RESEARCH REQUIRED)
CARD ID: A215
CATEGORY: Reptiles & Amphibians

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Mata Mata Turtle fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Natural habitat habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Leaf stamp (no circle). Scientific name in italic serif. Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Reptile or amphibian | RESEARCH REQUIRED. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A215"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered wood
- Frame color: Warm gold
- Fun fact text: ""RESEARCH REQUIRED: add one accurate, child-friendly fact about Mata Mata Turtle.""
- Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Reptile or amphibian | RESEARCH REQUIRED
- Scientific name: RESEARCH REQUIRED"
A216,Green Sea Turtle,Reptiles & Amphibians,RESEARCH REQUIRED,RESEARCH REQUIRED,RESEARCH REQUIRED,Reptile or amphibian,RESEARCH REQUIRED,"RESEARCH REQUIRED: add one accurate, child-friendly fact about Green Sea Turtle.",Warm gold,"Create a Green Sea Turtle zoo trading card.

SUBJECT: Green Sea Turtle (RESEARCH REQUIRED)
CARD ID: A216
CATEGORY: Reptiles & Amphibians

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Green Sea Turtle fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Natural habitat habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Leaf stamp (no circle). Scientific name in italic serif. Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Reptile or amphibian | RESEARCH REQUIRED. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A216"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered wood
- Frame color: Warm gold
- Fun fact text: ""RESEARCH REQUIRED: add one accurate, child-friendly fact about Green Sea Turtle.""
- Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Reptile or amphibian | RESEARCH REQUIRED
- Scientific name: RESEARCH REQUIRED"
A217,American Alligator,Reptiles & Amphibians,RESEARCH REQUIRED,RESEARCH REQUIRED,RESEARCH REQUIRED,Reptile or amphibian,RESEARCH REQUIRED,"RESEARCH REQUIRED: add one accurate, child-friendly fact about American Alligator.",Warm gold,"Create a American Alligator zoo trading card.

SUBJECT: American Alligator (RESEARCH REQUIRED)
CARD ID: A217
CATEGORY: Reptiles & Amphibians

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The American Alligator fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Natural habitat habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Leaf stamp (no circle). Scientific name in italic serif. Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Reptile or amphibian | RESEARCH REQUIRED. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A217"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered wood
- Frame color: Warm gold
- Fun fact text: ""RESEARCH REQUIRED: add one accurate, child-friendly fact about American Alligator.""
- Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Reptile or amphibian | RESEARCH REQUIRED
- Scientific name: RESEARCH REQUIRED"
A218,Gharial,Reptiles & Amphibians,Gavialis gangeticus,Lives 40-60 yrs,Northern India and Nepal,Reptile,Critically Endangered,"Male gharials have a bulbous growth on their snout called a ghara, which helps them blow bubbles and make sounds to attract mates!",Olive green,"Create a Gharial zoo trading card.

SUBJECT: Gharial (Gavialis gangeticus)
CARD ID: A218
CATEGORY: Reptiles & Amphibians

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Gharial fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Murky river waters habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Frog silhouette stamp (no circle). Scientific name in italic serif. Stats line: Lives 40-60 yrs | Northern India and Nepal | Reptile | Critically Endangered. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Olive green running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A218"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Riverbank clay
- Frame color: Olive green
- Fun fact text: ""Male gharials have a bulbous growth on their snout called a ghara, which helps them blow bubbles and make sounds to attract mates!""
- Stats line: Lives 40-60 yrs | Northern India and Nepal | Reptile | Critically Endangered
- Scientific name: Gavialis gangeticus"
A219,Tuatara,Reptiles & Amphibians,RESEARCH REQUIRED,RESEARCH REQUIRED,RESEARCH REQUIRED,Reptile or amphibian,RESEARCH REQUIRED,"RESEARCH REQUIRED: add one accurate, child-friendly fact about Tuatara.",Warm gold,"Create a Tuatara zoo trading card.

SUBJECT: Tuatara (RESEARCH REQUIRED)
CARD ID: A219
CATEGORY: Reptiles & Amphibians

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Tuatara fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Natural habitat habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Leaf stamp (no circle). Scientific name in italic serif. Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Reptile or amphibian | RESEARCH REQUIRED. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A219"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered wood
- Frame color: Warm gold
- Fun fact text: ""RESEARCH REQUIRED: add one accurate, child-friendly fact about Tuatara.""
- Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Reptile or amphibian | RESEARCH REQUIRED
- Scientific name: RESEARCH REQUIRED"
A220,Frilled Lizard,Reptiles & Amphibians,RESEARCH REQUIRED,RESEARCH REQUIRED,RESEARCH REQUIRED,Reptile or amphibian,RESEARCH REQUIRED,"RESEARCH REQUIRED: add one accurate, child-friendly fact about Frilled Lizard.",Warm gold,"Create a Frilled Lizard zoo trading card.

SUBJECT: Frilled Lizard (RESEARCH REQUIRED)
CARD ID: A220
CATEGORY: Reptiles & Amphibians

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Frilled Lizard fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Natural habitat habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Leaf stamp (no circle). Scientific name in italic serif. Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Reptile or amphibian | RESEARCH REQUIRED. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A220"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered wood
- Frame color: Warm gold
- Fun fact text: ""RESEARCH REQUIRED: add one accurate, child-friendly fact about Frilled Lizard.""
- Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Reptile or amphibian | RESEARCH REQUIRED
- Scientific name: RESEARCH REQUIRED"
A221,Blue Tongued Skink,Reptiles & Amphibians,RESEARCH REQUIRED,RESEARCH REQUIRED,RESEARCH REQUIRED,Reptile or amphibian,RESEARCH REQUIRED,"RESEARCH REQUIRED: add one accurate, child-friendly fact about Blue Tongued Skink.",Warm gold,"Create a Blue Tongued Skink zoo trading card.

SUBJECT: Blue Tongued Skink (RESEARCH REQUIRED)
CARD ID: A221
CATEGORY: Reptiles & Amphibians

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Blue Tongued Skink fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Natural habitat habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Leaf stamp (no circle). Scientific name in italic serif. Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Reptile or amphibian | RESEARCH REQUIRED. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A221"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered wood
- Frame color: Warm gold
- Fun fact text: ""RESEARCH REQUIRED: add one accurate, child-friendly fact about Blue Tongued Skink.""
- Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Reptile or amphibian | RESEARCH REQUIRED
- Scientific name: RESEARCH REQUIRED"
A222,Copperhead,Reptiles & Amphibians,Agkistrodon contortrix,Lives 15-18 yrs,North America,Reptile,Least Concern,Copperheads are venomous snakes that blend perfectly into dead leaves on the forest floor.,Coppery-brown,"Create a Copperhead zoo trading card.

SUBJECT: Copperhead (Agkistrodon contortrix)
CARD ID: A222
CATEGORY: Reptiles & Amphibians

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Copperhead fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Dense Amazonian rainforest canopy habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Frog silhouette stamp (no circle). Scientific name in italic serif. Stats line: Lives 15-18 yrs | North America | Reptile | Least Concern. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Coppery-brown running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A222"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered oak wood
- Frame color: Coppery-brown
- Fun fact text: ""Copperheads are venomous snakes that blend perfectly into dead leaves on the forest floor.""
- Stats line: Lives 15-18 yrs | North America | Reptile | Least Concern
- Scientific name: Agkistrodon contortrix"
A223,Eastern Hellbender,Reptiles & Amphibians,RESEARCH REQUIRED,RESEARCH REQUIRED,RESEARCH REQUIRED,Reptile or amphibian,RESEARCH REQUIRED,"RESEARCH REQUIRED: add one accurate, child-friendly fact about Eastern Hellbender.",Warm gold,"Create a Eastern Hellbender zoo trading card.

SUBJECT: Eastern Hellbender (RESEARCH REQUIRED)
CARD ID: A223
CATEGORY: Reptiles & Amphibians

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Eastern Hellbender fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Natural habitat habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Leaf stamp (no circle). Scientific name in italic serif. Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Reptile or amphibian | RESEARCH REQUIRED. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A223"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered wood
- Frame color: Warm gold
- Fun fact text: ""RESEARCH REQUIRED: add one accurate, child-friendly fact about Eastern Hellbender.""
- Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Reptile or amphibian | RESEARCH REQUIRED
- Scientific name: RESEARCH REQUIRED"
A224,Fire Salamander,Reptiles & Amphibians,RESEARCH REQUIRED,RESEARCH REQUIRED,RESEARCH REQUIRED,Reptile or amphibian,RESEARCH REQUIRED,"RESEARCH REQUIRED: add one accurate, child-friendly fact about Fire Salamander.",Warm gold,"Create a Fire Salamander zoo trading card.

SUBJECT: Fire Salamander (RESEARCH REQUIRED)
CARD ID: A224
CATEGORY: Reptiles & Amphibians

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Fire Salamander fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Natural habitat habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Leaf stamp (no circle). Scientific name in italic serif. Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Reptile or amphibian | RESEARCH REQUIRED. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A224"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered wood
- Frame color: Warm gold
- Fun fact text: ""RESEARCH REQUIRED: add one accurate, child-friendly fact about Fire Salamander.""
- Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Reptile or amphibian | RESEARCH REQUIRED
- Scientific name: RESEARCH REQUIRED"
A225,Strawberry Poison Dart Frog,Reptiles & Amphibians,RESEARCH REQUIRED,RESEARCH REQUIRED,RESEARCH REQUIRED,Reptile or amphibian,RESEARCH REQUIRED,"RESEARCH REQUIRED: add one accurate, child-friendly fact about Strawberry Poison Dart Frog.",Warm gold,"Create a Strawberry Poison Dart Frog zoo trading card.

SUBJECT: Strawberry Poison Dart Frog (RESEARCH REQUIRED)
CARD ID: A225
CATEGORY: Reptiles & Amphibians

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Strawberry Poison Dart Frog fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Natural habitat habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Leaf stamp (no circle). Scientific name in italic serif. Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Reptile or amphibian | RESEARCH REQUIRED. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A225"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered wood
- Frame color: Warm gold
- Fun fact text: ""RESEARCH REQUIRED: add one accurate, child-friendly fact about Strawberry Poison Dart Frog.""
- Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Reptile or amphibian | RESEARCH REQUIRED
- Scientific name: RESEARCH REQUIRED"
A121,Clownfish,Fish & Invertebrates,RESEARCH REQUIRED,RESEARCH REQUIRED,RESEARCH REQUIRED,Fish or aquatic invertebrate,RESEARCH REQUIRED,"RESEARCH REQUIRED: add one accurate, child-friendly fact about Clownfish.",Warm gold,"Create a Clownfish zoo trading card.

SUBJECT: Clownfish (RESEARCH REQUIRED)
CARD ID: A121
CATEGORY: Fish & Invertebrates

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Clownfish fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Natural habitat habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Leaf stamp (no circle). Scientific name in italic serif. Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Fish or aquatic invertebrate | RESEARCH REQUIRED. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A121"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered wood
- Frame color: Warm gold
- Fun fact text: ""RESEARCH REQUIRED: add one accurate, child-friendly fact about Clownfish.""
- Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Fish or aquatic invertebrate | RESEARCH REQUIRED
- Scientific name: RESEARCH REQUIRED"
